0,1,2,3,4,5
0.995005703057789,0.9954026093320032,0.9953612904981857,-0.03377294120745697,0.2837637510335841,-0.26880866734003583
0.9903959981952529,0.9912733008405061,0.9919076131676211,0.2793904570538903,-0.41729881583893447,0.5561155760155303
0.9864803514332666,0.9862736665833792,0.9874633235758667,0.4656937272529531,-0.008552693997962726,0.3333797859036
0.9817731737535735,0.98285625542103,0.9829647335316771,0.24200095880262104,0.5625991179606913,-0.3166733193088326
0.977440890504561,0.9780796843155314,0.9789259100096989,0.3654358359513861,-0.2113901106965359,0.4384464569412689
0.9740021840477585,0.9738112863859278,0.9739443183624655,-0.5588011351451547,-0.3825185146882396,-0.0606767711182688
0.9693017769381514,0.9712167814288795,0.9698598956993758,0.24478271605360513,0.6936130106841392,-0.42791993104091214
0.966249844567212,0.9666228983888353,0.9650417409315404,-0.6241902961534344,-0.28499717891792964,-0.19070670264287276
0.962009629570577,0.9661646480757546,0.9615573485071899,0.38981662441846077,0.9530739411944156,-0.5505647238335406
0.9624497115304913,0.9614082786920446,0.9607974724486087,-1.0430802423509247,0.22073994486269505,-0.9208826137373682
0.9578929307450349,0.9577615049178492,0.9579615693608999,-0.29773115878039325,0.5202357592101163,-0.6578900990729695
0.9568538738682171,0.9527734874147614,0.9546479134491281,-0.8900497877290006,-0.0489540537896557,-0.5807484977558176
0.9518546485250984,0.9481633272562879,0.9499182757125554,-0.012447143296930849,-0.2792274490541946,0.23253484187416146
0.9484319569983335,0.9434936258718775,0.9450646616399297,0.561659767694832,0.2570208612504362,0.17110577276897304
0.9435638681294009,0.9389505871380083,0.9407673822371962,0.16242606383665747,-0.3023115168599383,0.3748921437604523
0.9482150602093482,0.934421362574766,0.9382697008573876,-1.389330204087379,-0.30684700968323664,-0.7074346076057332
0.9439781039744098,0.9296020258726172,0.9342275694688869,-0.3906517029430662,0.19008592680743158,-0.43769135506638657
0.9394904194310507,0.9275490694450599,0.9301922001370513,-0.3200985650204788,-0.7677295842212506,0.4392335752568265
0.9359321046702618,0.9225603966202104,0.9257525281859564,0.5369702485633723,0.04759658632822854,0.3347620196214326
0.9312618752575162,0.9176642962436913,0.9212155776463092,-0.25681533725789996,0.14415243562350344,-0.3043187343404308
