0,1,2,3,4,5,6
0.9950066360627212,0.9950020377948482,0.9950076522259573,0.9900132721254423,0.9900040755896965,0.9900153044519148,1.0
0.9909459986241201,0.9906681330815662,0.9915756264990557,0.9819918645269856,0.9814362254072355,0.9832510999535923,1.0
0.9875411416811158,0.9857292809405557,0.9869835406537467,0.9753622319957073,0.971744158871142,0.9742344172634383,1.0
0.9825411818051967,0.9809731037173716,0.9821265989121386,0.9656086899239117,0.9625143628360623,0.9647781896075875,1.0
0.9789541672077229,0.9761455990527674,0.9773407632982446,0.958778573829725,0.9532342098784933,0.9555587364837236,1.0
0.9755835248413721,0.9728538636399134,0.9723648961251742,0.9524495033587262,0.9471183969540004,0.9460514147727457,1.0
0.9864044050324392,0.9682158342954187,0.9719684742444165,0.9745667687072731,0.9383711542954708,0.9457980568635029,1.348098738149658
0.9819366420709464,0.9635435954091721,0.9677981450773777,0.9658855750972148,0.929642964980023,0.9379994179607903,1.0
0.9775618595353702,0.9587187280375488,0.963494004625848,0.9574771542750902,0.920696800586976,0.930011142878123,1.0
0.974331053697914,0.9566644383693205,0.9632036921244869,0.9514407710574269,0.9173812532446496,0.9301304064466195,1.0
0.971630259415119,0.9525567417482461,0.9582799023467394,0.9465247747812627,0.9099920474700544,0.9209815228266583,1.0
0.973541452895532,0.9478349648616305,0.9550216556397836,0.9508819139942758,0.9014485732221227,0.9152552141844801,1.0
0.9699653422394692,0.9428510343257772,0.9507898333438772,0.9442208735422075,0.8924662264181948,0.9076390174508224,1.0
0.9653694505169705,0.9379287881221855,0.9458316564135262,0.935586881361788,0.8836970717468294,0.8986462734156122,1.0
0.9612786210258629,0.9362526919043734,0.9414056169379331,0.928049353565955,0.8815079085937372,0.89080773173027,1.0
0.9562905998195764,0.931446344412575,0.9365696154086147,0.9187928176177224,0.873080134524203,0.8822276513543303,1.0
0.9514781133703311,0.9267474494986999,0.931587173136286,0.9099799165430544,0.8649515433512107,0.8734404902961296,1.0
0.9474110291667762,0.921848754189978,0.9273490078628682,0.9027459489705142,0.8565046373002547,0.8662297548463328,1.0
0.9431922530064087,0.9171573669291437,0.9223737203582951,0.8952809371600742,0.8485568164055834,0.8576168822887232,1.0
0.9393144552614485,0.9122016182118488,0.917658302195318,0.8885725322985532,0.8401597508069376,0.8496098771398816,1.0
